REFERENCE	 DEGRADED	 PESQMOS	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 tmp1.wav	 tmp2.wav	 SQValue=3.848	 3.848	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.810	 3.810	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.822	 3.822	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.819	 3.819	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.823	 3.823	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.411	 1.411	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.086	 2.086	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.894	 2.894	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.120	 3.120	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.366	 3.366	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.880	 3.880	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.876	 3.876	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.860	 3.860	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.883	 3.883	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.886	 3.886	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.877	 3.877	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.307	 1.307	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.721	 1.721	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.011	 2.011	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.434	 2.434	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.563	 2.563	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.573	 2.573	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.727	 2.727	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.522	 3.522	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.240	 4.240	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.371	 4.371	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.448	 4.448	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.508	 1.508	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.104	 2.104	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.587	 2.587	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.357	 3.357	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.757	 3.757	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.194	 4.194	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.255	 4.255	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.247	 4.247	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.248	 4.248	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.248	 4.248	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.248	 4.248	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.492	 1.492	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.050	 2.050	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.578	 2.578	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.317	 3.317	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.844	 3.844	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.266	 4.266	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.380	 4.380	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.394	 4.394	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.394	 4.394	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.394	 4.394	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.394	 4.394	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.419	 1.419	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.838	 1.838	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.219	 2.219	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.295	 2.295	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.484	 2.484	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.634	 2.634	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.790	 2.790	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.194	 3.194	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.842	 3.842	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.120	 4.120	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.340	 4.340	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.682	 1.682	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.150	 2.150	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.826	 2.826	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.260	 3.260	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.574	 3.574	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.929	 3.929	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.144	 4.144	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.164	 4.164	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.165	 4.165	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.165	 4.165	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.166	 4.166	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.642	 1.642	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.161	 2.161	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.844	 2.844	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.246	 3.246	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.546	 3.546	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.841	 3.841	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.157	 4.157	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.224	 4.224	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.221	 4.221	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.213	 4.213	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.217	 4.217	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.439	 1.439	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.722	 1.722	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.194	 2.194	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.366	 2.366	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.527	 2.527	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.687	 2.687	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.878	 2.878	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.279	 3.279	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.918	 3.918	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.142	 4.142	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.315	 4.315	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.797	 1.797	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.055	 2.055	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.696	 2.696	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.044	 3.044	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.211	 3.211	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.248	 3.248	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.252	 3.252	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.258	 3.258	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.262	 3.262	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.262	 3.262	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.263	 3.263	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.844	 1.844	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.057	 2.057	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.753	 2.753	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.208	 3.208	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.415	 3.415	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.548	 3.548	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.556	 3.556	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.550	 3.550	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.552	 3.552	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.553	 3.553	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.551	 3.551	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.292	 1.292	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.503	 1.503	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.855	 1.855	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.114	 2.114	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.206	 2.206	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.337	 2.337	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.588	 2.588	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.244	 3.244	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.922	 3.922	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.111	 4.111	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.338	 4.338	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.736	 1.736	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.868	 1.868	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.491	 2.491	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.135	 3.135	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.155	 3.155	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.309	 3.309	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.289	 3.289	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.292	 3.292	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.289	 3.289	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.291	 3.291	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.290	 3.290	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.742	 1.742	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.913	 1.913	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.585	 2.585	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.296	 3.296	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.429	 3.429	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.620	 3.620	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.635	 3.635	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.625	 3.625	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.615	 3.615	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.614	 3.614	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.615	 3.615	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.212	 1.212	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.530	 1.530	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.072	 2.072	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.270	 2.270	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.407	 2.407	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.565	 2.565	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.834	 2.834	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.417	 3.417	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.996	 3.996	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.134	 4.134	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.365	 4.365	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.520	 1.520	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.866	 1.866	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.612	 2.612	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.111	 3.111	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.433	 3.433	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.667	 3.667	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.690	 3.690	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.716	 3.716	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.718	 3.718	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.719	 3.719	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.719	 3.719	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.475	 1.475	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.818	 1.818	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.607	 2.607	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.185	 3.185	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.486	 3.486	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.811	 3.811	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.829	 3.829	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.834	 3.834	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.825	 3.825	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.823	 3.823	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.826	 3.826	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.750	 1.750	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.796	 1.796	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.210	 2.210	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.423	 2.423	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.581	 2.581	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.723	 2.723	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.000	 3.000	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.541	 3.541	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.257	 4.257	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.384	 4.384	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.467	 4.467	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.992	 1.992	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.112	 2.112	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.737	 2.737	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.228	 3.228	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.506	 3.506	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.706	 3.706	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.716	 3.716	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.708	 3.708	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.713	 3.713	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.709	 3.709	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.710	 3.710	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.968	 1.968	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.094	 2.094	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.748	 2.748	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.187	 3.187	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.531	 3.531	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.916	 3.916	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.962	 3.962	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.971	 3.971	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.969	 3.969	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.969	 3.969	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.970	 3.970	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.314	 1.314	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.608	 1.608	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.206	 2.206	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.491	 2.491	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.636	 2.636	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.852	 2.852	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.993	 2.993	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.650	 3.650	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.143	 4.143	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.210	 4.210	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.413	 4.413	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.432	 1.432	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.799	 1.799	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.527	 2.527	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.940	 2.940	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.160	 3.160	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.386	 3.386	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.399	 3.399	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.397	 3.397	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.401	 3.401	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.403	 3.403	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.401	 3.401	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.411	 1.411	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.794	 1.794	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.583	 2.583	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.009	 3.009	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.353	 3.353	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.637	 3.637	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.657	 3.657	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.662	 3.662	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.663	 3.663	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.666	 3.666	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.662	 3.662	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.672	 1.672	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.861	 1.861	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.234	 2.234	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.390	 2.390	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.496	 2.496	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.632	 2.632	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.823	 2.823	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.588	 3.588	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.130	 4.130	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.218	 4.218	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=4.393	 4.393	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.921	 1.921	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.037	 2.037	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.654	 2.654	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.982	 2.982	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.969	 2.969	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.010	 3.010	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.006	 3.006	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.009	 3.009	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.007	 3.007	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.009	 3.009	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.008	 3.008	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=1.970	 1.970	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.118	 2.118	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=2.820	 2.820	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.229	 3.229	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.330	 3.330	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.354	 3.354	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.351	 3.351	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.369	 3.369	 0.000	 0	 16000	0.0000
 tmp1.wav	 tmp2.wav	 SQValue=3.365	 3.365	 0.000	 0	 16000	0.0000
