DEGRADED	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 tmp2.wav	 1.788	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.094	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.301	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.681	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.885	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.151	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.287	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.550	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.042	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.212	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.309	 0.000	 0	 16000	0.0000
 tmp2.wav	 1.942	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.225	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.509	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.094	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.409	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.628	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.739	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.752	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.760	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.759	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.759	 0.000	 0	 16000	0.0000
 tmp2.wav	 1.926	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.203	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.541	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.117	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.441	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.858	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.986	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.063	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.059	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.064	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.062	 0.000	 0	 16000	0.0000
 tmp2.wav	 1.615	 0.000	 0	 16000	0.0000
 tmp2.wav	 1.851	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.259	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.688	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.853	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.267	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.326	 0.000	 0	 16000	0.0000
 tmp2.wav	 3.808	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.046	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.230	 0.000	 0	 16000	0.0000
 tmp2.wav	 4.383	 0.000	 0	 16000	0.0000
 tmp2.wav	 1.665	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.086	 0.000	 0	 16000	0.0000
 tmp2.wav	 2.511	 0.000	 0	 16000	0.0000
